https://en.wikipedia.org/wiki/List_of_male_mixed_martial_artists
"David ""Tank"" Abbott - (KOTC, Cage Rage, EliteXC, Pride, Strikeforce, UFC)"
"Shamil Abdurakhimov - (M-1, UFC)"
"Daichi Abe - (UFC, Pancrase)"
"Hiroyuki Abe[1] - (Shooto, KOTC, Cage Rage, DEEP, Pride)"
"Papy Abedi - (UFC, Shooto)"
Cyril Abidi - (K-1)
"Klidson Abreu - (UFC, Brave Combat Federation, M-1 Global, Jungle Fight)"
"Daniel Acácio[2] - (Pride, M-1, Shooto, Jungle Fight, KSW)"
"Bernard Ackah - (DEEP, K-1 Hero's)"
Akihiko Adachi - (Shooto)
Israel Adesanya - (UFC)
Sam Adkins - (UFC)
"Peter Aerts - (K-1, K-1 Hero's)"
AJ Agazarm - (Bellator)
Bashir Ahmad - (OneFC)
Katsuhisa Akasaki - (Shooto)
Omari Akhmedov - (UFC)
Jin Akimoto - (Shooto)
"Yoshihiro Akiyama - (K-1, K-1 Hero's, DREAM, UFC)"
"Mostapha Al-Turk[3] - (Cage Rage, UFC)"
Tony Alanis - (WEC)
John Albert - (UFC)
Junior Albini - (UFC)
"Ildemar Alcântara - (Jungle Fight, UFC)"
"Iuri Alcântara - (Jungle Fight, WEC, UFC)"
Hector Aldana - (UFC)
"José Aldo - (Shooto, Jungle Fight, Pancrase, WEC, UFC)"
"John Alessio - (DREAM, KOTC, Pancrase, PRIDE, UFC, WEC, MFC, TPF, Bellator)"
"Houston Alexander - (Adrenaline MMA, KSW, UFC, Bellator)"
Cosmo Alexandre - (Bellator)
"Olaf Alfonso - (TPF, PFC, PRIDE, WEC)"
Royce Alger - (UFC)
"Amir Aliakbari - (RIZIN, ACB)"
"Sultan Aliev - (Bellator, UFC)"
"Ben Alloway - (UFC, CWFC)"
"Ricardo Almeida - (Pancrase, PRIDE, UFC)"
"Thomas Almeida - (UFC, Legacy)"
"Eddie Alvarez[4] - (OneFC, UFC, Bellator, DREAM, EliteXC, ShoXC)"
"Sean Alvarez - (RINGS, KOTC, UFC)"
"Thiago Alves - (KOTC, UFC)"
"Warlley Alves - (UFC, Jungle Fight)"
"Sam Alvey - (KOTC, Bellator, MFC, UFC)"
"Andre Amade - (DREAM, K-1 Hero's)"
"Adlan Amagov - (Strikeforce, UFC)"
Raul Amaya - (Bellator)
"Jimmy Ambriz[5] - (KOTC, MFC, Pancrase, K-1 Hero's, WEC, TPF, SFL)"
"J.J. Ambrose - (Affliction, Bellator)"
Makwan Amirkhani - (UFC)
"Karl Amoussou - (Pancrase, M-1, DREAM, CWFC, Strikeforce, Bellator)"
Bertrand Amoussou-Guenou - (PRIDE)
"Eryk Anders - (UFC, LFC, Bellator)"
Corey Anderson - (UFC)
Derek Anderson - (Bellator)
"Alex Andrade - (KOTC, Pancrase, PRIDE, UFC, Bellator)"
"Viscardi Andrade - (Jungle Fight, UFC)"
Dylan Andrews - (UFC)
