https://en.wikipedia.org/wiki/List_of_female_rock_singers
Lee Aaron
Pearl Aday
Sharon den Adel (Within Temptation)
Sade Adu
Nanase Aikawa
Agent M (Tsunami Bomb)
Dot Allison
Zayra Alvarez
Amber
Tori Amos
Vanessa Amorosi
Christina Amphlett (Divinyls)
Diana Anaid
Emma Anderson (Lush)
Brett Anderson (The Donnas)
Laurie Anderson
Signe Toly Anderson (Jefferson Airplane)
Anouk
Sarah Anthony (The Letter Black)
Fiona Apple
Tasmin Archer
Joan Armatrading
Stephanie Ashworth (Something for Kate)
Aylin Aslim
Nicole Atkins
"Melissa Auf der Maur (Auf der Maur, Hole)"
Caroline Azar (Fifth Column)
Joan Baez
"Alice Bag (Bags, Castration Squad)"
Jessica Bailiff
Honey Bane
Sara Bareilles
Niki Barr
Courtney Barnett
Edyta Bartosiewicz
Becca (Stars in Stereo)
Robin Beck
Pat Benatar
Miki Berenyi (Lush)
Cia Berg (Whale)
"Elizabeth ""Z"" Berg (The Like)"
Marilina Bertoldi
Sarah Bettens (K's Choice)
Bif Naked
"Christina Billotte (Autoclave, Slant 6)"
"Kat Bjelland (Babes in Toyland, Crunt, Katastrophy Wife)"
Björk (The Sugarcubes)
Pauline Black (The Selecter)
Porcelain Black (Porcelain and the Tramps)
Jody Bleyle (Team Dresch)
Beki Bondage (Vice Squad)
Tracy Bonham
Christina Booth (Magenta)
Marie-Mai Bouchard
Patti Boulaye
Crystal Bowersox
"Carla Bozulich (Ethyl Meatplow, Geraldine Fibbers)"
Dale Bozzio (Missing Persons)
Bonnie Bramlett
Michelle Branch
Laura Branigan
Lynn Breedlove (Tribe 8)
Edie Brickell (Edie Brickell & New Bohemians)
Phoebe Bridgers (boygenius)
Eva Briegel (Juli)
Bette Bright (Deaf School)
Maria Brink (In This Moment)
Elkie Brooks
Charmaine Brooks
Meredith Brooks
Pip Brown (Ladyhawke)
Ruth Brown
V V Brown
Terri Brosius (Tribe)
"Carrie Brownstein (Excuse 17, Sleater-Kinney)"
Nanna Bryndís Hilmarsdóttir (Of Monsters and Men)
Tahita Bulmer (New Young Pony Club)
Anna Burley (The Killjoys)
Megan Burns (Betty Curse)
Shauna Burns
Kate Bush
Bilinda Butcher (My Bloody Valentine)
"Kathryn Calder (Immaculate Machine, The New Pornographers)"
Alexx Calise
Lydia Canaan
"Dinah Cancer (45 Grave, Dinah Cancer and the Grave Robbers)"
Belinda Carlisle (The Go-Go's)
Vanessa Carlton
Kim Carnes
"Rachel Carns (The Need, King Cobra)"
Karen Carpenter (The Carpenters)
Lisa Crystal Carver (Suckdog)
"Neko Case (The New Pornographers, Maow)"
Cassidy (Antigone Rising)
